donor,announcement_date,aid_type_general,aid_type_specific,explanation,item,item_type,item_sub_type,source_reported_value,tot_activity_value_EUR,item_value_estimate_USD
France,2024-03-01,Military,Funding for Weapon Acquisition Program,"The French Ministry of the Armed Forces has ordered 2000 COLIBRI loitering munitions in partnership with Delair and KNDS. 100 of these will be sent to Ukraine. With a unit cost of less than EUR 20,000, we take the maximum value in the range as per our methodology.",UX11 COLIBRI,Aviation and drones,Drone,2000000.0,,2151800.0
France,2024-11-09,Military,Weapons,"In an interview with French newspaper Le Journal du Dimanche, French Minister of the Armed Forces Lecornu stated that France will send an unspecified number of Mistral missiles and about ten SCALP missiles to Ukraine. Since we cannot verify whether the Mistral missiles are additional to the ones referred to in FRM18_1, we report only the SCALP.",SCALP missile,Ammunition for heavy weapon,Missile,,,9520000.0
France,2024-06-06,Military,Weapons,President Macron announced the delivery of an undisclosed amount of Mirage 2000-5 combat aircraft on June 6. Source of Aid 2 later revealed that six of these aircraft were to be given to Ukraine.,Mirage 2000-5 (second-hand),Heavy weapon,Combat aircraft,,,290313138.0
France,2024-10-19,Military,Funding for Weapon Acquisition Program,"French Minister for the Armed Forces Sebastien Lecornu has announced that EUR 300 million of interest from frozen Russian assets are allocated towards the procurement of military equipment for Ukraine before the end of 2024. This equipment includes: 12 additional CAESAR self-propelled howitzers, 155mm shells, Aster surface-to-air missiles, AASM Hammer air-to-surface missiles, and Mistral air defences systems with missiles. According to Source of Aid 3, the German-French company KNDS produces these CAESAR howitzers. Since the company is headquartered in the Netherlands, we report the Netherlands as the source of procurement.",CAESAR artillery howitzer,Heavy weapon,155mm howitzer,300000000.0,300000000.0,76148022.0
France,2024-10-19,Military,Funding for Weapon Acquisition Program,"French Minister for the Armed Forces Sebastien Lecornu has announced that EUR 300 million of interest from frozen Russian assets are allocated towards the procurement of military equipment for Ukraine before the end of 2024. This equipment includes: 12 additional CAESAR self-propelled howitzers, 155mm shells, Aster surface-to-air missiles, AASM Hammer air-to-surface missiles, and Mistral air defences systems with missiles. According to Source of Aid 3, the German-French company KNDS produces these CAESAR howitzers. Since the company is headquartered in the Netherlands, we report the Netherlands as the source of procurement.",155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,300000000.0,,
France,2024-10-19,Military,Funding for Weapon Acquisition Program,"French Minister for the Armed Forces Sebastien Lecornu has announced that EUR 300 million of interest from frozen Russian assets are allocated towards the procurement of military equipment for Ukraine before the end of 2024. This equipment includes: 12 additional CAESAR self-propelled howitzers, 155mm shells, Aster surface-to-air missiles, AASM Hammer air-to-surface missiles, and Mistral air defences systems with missiles. According to Source of Aid 3, the German-French company KNDS produces these CAESAR howitzers. Since the company is headquartered in the Netherlands, we report the Netherlands as the source of procurement.",ASTER Missile,Ammunition for heavy weapon,Surface-to-air missile (SAM),300000000.0,,
France,2024-10-19,Military,Funding for Weapon Acquisition Program,"French Minister for the Armed Forces Sebastien Lecornu has announced that EUR 300 million of interest from frozen Russian assets are allocated towards the procurement of military equipment for Ukraine before the end of 2024. This equipment includes: 12 additional CAESAR self-propelled howitzers, 155mm shells, Aster surface-to-air missiles, AASM Hammer air-to-surface missiles, and Mistral air defences systems with missiles. According to Source of Aid 3, the German-French company KNDS produces these CAESAR howitzers. Since the company is headquartered in the Netherlands, we report the Netherlands as the source of procurement.",AASM Hammer missile,Missile,Air-to-surface missile (ASM),300000000.0,,120000.0
France,2024-10-19,Military,Funding for Weapon Acquisition Program,"French Minister for the Armed Forces Sebastien Lecornu has announced that EUR 300 million of interest from frozen Russian assets are allocated towards the procurement of military equipment for Ukraine before the end of 2024. This equipment includes: 12 additional CAESAR self-propelled howitzers, 155mm shells, Aster surface-to-air missiles, AASM Hammer air-to-surface missiles, and Mistral air defences systems with missiles. According to Source of Aid 3, the German-French company KNDS produces these CAESAR howitzers. Since the company is headquartered in the Netherlands, we report the Netherlands as the source of procurement.",Mistral Air Defence Launcher,Portable defence system,Light Anti-armor Weapon (LAW),300000000.0,,
France,2024-10-19,Military,Funding for Weapon Acquisition Program,"French Minister for the Armed Forces Sebastien Lecornu has announced that EUR 300 million of interest from frozen Russian assets are allocated towards the procurement of military equipment for Ukraine before the end of 2024. This equipment includes: 12 additional CAESAR self-propelled howitzers, 155mm shells, Aster surface-to-air missiles, AASM Hammer air-to-surface missiles, and Mistral air defences systems with missiles. According to Source of Aid 3, the German-French company KNDS produces these CAESAR howitzers. Since the company is headquartered in the Netherlands, we report the Netherlands as the source of procurement.",Mistral Air Defence Missile,Ammunition for heavy weapon,Light Anti-armor Weapon (LAW) ammunition,300000000.0,,
France,2025-03-08,Military,Weapons,"In an interview published on March 8 in La Tribune Dimanche (Source 1), French Minister for the Armed Forces Sébastien Lecornu announced that France will allocate EUR 195 million towards the procurement of weapons for Ukraine using the interest accrued from frozen Russian assets. This equipment includes 155-mm artillery shells and AASM glide bombs. Sources 2 and 3 confirm this. He also stated: ""The idea is to continue to take older equipment out of the French army and give it to Ukraine. I'm going to speed up these disposals, in particular of AMX-10RC tanks and armored front vehicles [VAB], and so on."" We assume that this statement only refers to previous promises made regarding deliveries from stocks; i.e., we assume that France has not pledged additional deliveries from stocks, but is just speeding up the process of delivery and therefore we do not create an entry for that. We further assume that the terms artillery round and artillery shell are used synonymously here.",155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,195000000.0,195000000.0,
